RTENAME,StateNm,RouteID,U_S_R_I,id,h01_0,h01_11,h01_12,h01_21,h01_22,h01_23,h01_24,h01_31,h01_41,h01_42,h01_43,h01_52,h01_71,h01_81,h01_82,h01_90,h01_95
MAYTOWN,02,017,02_017,37,0,684,0,2692,259,113,17,598,17520,20592,7409,1462,3662,639,2,166,0
MAYTOWN,02,017,02_017,38,0,2714,0,3129,230,134,19,871,17958,16017,9273,1946,1460,575,32,1387,76
MAYTOWN,02,017,02_017,39,0,2989,0,2312,195,273,116,678,20858,13826,8919,2641,1589,859,2,524,40
MAYTOWN,02,017,02_017,40,0,710,0,2189,333,435,31,1689,15878,19030,8991,2107,3239,1031,0,131,30
LIBERTY,02,019,02_019,41,0,86,0,1814,88,7,0,3,9053,12120,18626,5048,4518,1998,73,2323,63
LIBERTY,02,019,02_019,42,0,235,0,1814,196,10,0,30,7404,6915,12102,4893,3347,3031,102,12232,3509
LIBERTY,02,019,02_019,43,0,240,0,2543,897,188,62,5,7569,5492,11416,4107,3013,4730,2,13659,1893
LIBERTY,02,019,02_019,44,0,139,0,3133,190,10,0,29,10922,7614,15650,4402,1062,8543,0,3960,167
LIBERTY,02,019,02_019,45,0,23,0,2585,89,3,0,17,10913,7282,13453,5709,4488,2595,33,7869,779
HOLT,02,060,02_060,46,0,4267,0,2562,490,33,0,13,14907,10724,11569,1550,2463,5787,5,1398,51
HOLT,02,060,02_060,47,0,43,0,1173,212,21,0,695,15761,22114,8057,3055,4050,362,0,274,9
HOLT,02,060,02_060,48,0,102,0,1626,162,14,0,825,10262,24741,6442,7734,3249,264,0,376,26
HOLT,02,060,02_060,49,0,1308,0,2289,166,6,1,74,15736,14010,8016,7859,4744,753,0,856,16
HOLT,02,060,02_060,50,0,3930,0,1465,115,19,3,77,17208,16259,7664,4913,2760,1212,0,160,46
SMYER LAKE,02,014,02_014,51,0,305,0,4324,1631,919,344,97,18503,14970,4750,4204,1757,3678,9,308,20
SMYER LAKE,02,014,02_014,52,0,446,0,1630,226,52,5,31,7407,25216,1899,7066,5604,3283,1,2845,107
SMYER LAKE,02,014,02_014,53,0,1093,0,5896,2351,1023,221,427,20513,8965,3456,2316,2752,4763,16,1925,99
SMYER LAKE,02,014,02_014,54,0,574,0,7575,4654,1956,238,170,29483,3528,4718,774,814,1266,4,77,3
SMYER LAKE,02,014,02_014,55,0,793,0,9929,6606,2221,290,88,26674,3502,3712,411,904,657,4,37,4
JENA,02,047,02_047,56,0,101,0,1688,282,1,0,1,7648,5458,7960,1803,1694,7552,971,20003,672
JENA,02,047,02_047,57,0,208,0,1480,254,51,8,24,9992,6505,8330,1337,875,6525,2,19840,402
JENA,02,047,02_047,58,0,263,0,2192,698,64,3,159,11322,4123,8829,2607,3141,4001,33,17782,609
JENA,02,047,02_047,59,0,412,0,1206,259,59,0,19,7180,7731,9651,3544,1330,3601,476,19867,491
JENA,02,047,02_047,60,0,150,0,1469,174,92,1,1,8308,4799,11534,1107,1597,4427,0,21705,455
BLOCTON,02,043,02_043,61,0,61,0,1178,380,131,129,77,10392,25588,7270,7192,1641,124,0,1653,2
BLOCTON,02,043,02_043,62,0,383,0,1623,228,11,2,45,13839,21531,7593,6707,1689,1134,0,1026,5
BLOCTON,02,043,02_043,63,0,161,0,3752,3082,1582,1067,784,10975,10680,8012,4619,2064,5459,2,3453,136
BLOCTON,02,043,02_043,64,0,596,0,2712,159,7,0,12,16725,12409,12286,3253,2314,3884,4,1429,33
BLOCTON,02,043,02_043,65,0,257,0,4368,584,170,24,54,13678,18313,8483,3690,4687,1015,2,494,21
LANETT,02,028,02_028,66,0,6679,0,2036,661,119,27,171,9941,17024,4557,1292,1444,6734,0,5050,82
LANETT,02,028,02_028,67,0,349,0,1878,258,4,0,1,12305,23233,4392,2241,2739,5465,0,2935,22
LANETT,02,028,02_028,68,0,135,0,1547,133,1,0,27,10819,25953,3576,3319,2701,3434,0,4058,123
LANETT,02,028,02_028,69,0,500,0,2134,415,61,10,33,12120,22055,5273,1670,1631,8101,0,1805,29
LANETT,02,028,02_028,70,0,628,0,2629,2038,600,222,67,9046,19412,4889,1357,1755,11581,0,1524,70
EPES,02,048,02_048,71,0,2713,0,1588,1341,138,10,308,820,4122,5333,327,761,17625,145,19152,1439
EPES,02,048,02_048,72,0,1430,0,1261,176,2,0,28,1415,9296,8748,883,745,12387,3933,14471,1044
EPES,02,048,02_048,73,0,4050,0,1710,410,24,1,54,872,3939,3911,152,986,10058,1237,26654,1760
EPES,02,048,02_048,74,0,3022,0,954,25,0,0,1,1137,8896,5384,1328,1949,3016,310,28472,1329
EPES,02,048,02_048,75,0,4964,0,1483,153,6,0,57,663,5183,2903,376,645,14893,1546,21814,1149
BILLINGSLEY,02,025,02_025,76,0,3168,0,2271,102,29,6,63,25996,9466,6142,4354,3777,409,0,33,1
BILLINGSLEY,02,025,02_025,77,0,169,0,3048,1002,316,48,29,14199,4246,5811,2480,1967,13741,3153,5257,351
BILLINGSLEY,02,025,02_025,78,0,103,0,2456,1023,30,2,279,10011,6656,5500,2978,2953,21329,277,2220,22
BILLINGSLEY,02,025,02_025,79,0,59,0,1729,379,9,0,87,9403,7429,7583,3993,4936,13185,35,5529,1461
BILLINGSLEY,02,025,02_025,80,0,283,0,1758,415,93,26,86,5570,8539,7979,5080,6751,9485,47,7836,1882
WALLSBORO,02,026,02_026,81,0,798,0,3587,1440,614,145,55,18198,8222,12126,2334,1812,5048,277,1059,105
WALLSBORO,02,026,02_026,82,0,215,0,3361,718,72,10,45,25841,8657,8628,2289,2379,2627,656,301,26
WALLSBORO,02,026,02_026,83,0,1662,0,3568,1178,330,119,322,15047,2921,5255,1244,1364,7521,5273,9378,638
WALLSBORO,02,026,02_026,84,0,1597,0,3824,1440,177,10,428,9064,5399,5072,1493,771,5677,6993,13171,704
WALLSBORO,02,026,02_026,85,0,451,0,1746,128,0,0,0,14364,9880,12701,2082,2009,9858,1492,1096,30
WARRIOR STD,02,027,02_027,86,0,681,0,651,26,2,0,3,8075,15322,12123,3890,876,1494,262,12248,184
WARRIOR STD,02,027,02_027,87,0,685,0,1332,255,18,3,5,3091,14267,8200,8284,630,5661,225,12853,322
WARRIOR STD,02,027,02_027,88,0,549,0,6911,3498,1180,349,1059,759,10359,16459,2729,391,5179,155,6124,120
WARRIOR STD,02,027,02_027,89,0,302,0,3827,955,275,33,3780,1871,14540,16255,2610,969,2130,301,7630,345
WARRIOR STD,02,027,02_027,90,0,598,0,2087,577,197,100,27,4285,12069,12313,4375,1274,9162,1704,6949,107
HARRELL,02,022,02_022,91,0,1119,0,1141,193,14,0,147,1442,6871,5393,960,858,29037,1920,6509,221
HARRELL,02,022,02_022,92,0,49,0,2055,128,0,0,0,156,5378,983,147,297,14906,4367,25870,1486
HARRELL,02,022,02_022,93,0,169,0,2874,311,71,5,3,430,10109,4554,2374,4141,11393,1232,17409,761
HARRELL,02,022,02_022,94,0,192,0,2238,103,5,0,26,1251,15317,6708,3304,2066,2878,3491,17875,371
HARRELL,02,022,02_022,95,0,2609,0,927,46,3,0,35,911,10007,1521,1020,1545,4822,5854,25021,1501
COTTONTON,02,029,02_029,96,0,1105,0,1347,261,25,3,12,10082,15102,14838,5497,766,1562,3891,1310,16
COTTONTON,02,029,02_029,97,0,356,0,1780,807,162,41,15,7623,18730,12785,3859,556,3793,4217,1081,26
COTTONTON,02,029,02_029,98,0,176,0,1483,124,5,0,13,7310,20058,10655,6733,1465,1887,1642,4247,39
COTTONTON,02,029,02_029,99,0,443,0,1340,238,7,0,45,4520,13042,5257,6823,681,3595,4356,15284,199
COTTONTON,02,029,02_029,100,0,560,0,1035,392,21,2,71,4733,21746,5183,4291,396,6162,1686,9416,135
SPRAGUE,02,024,02_024,101,0,411,0,1040,153,1,0,0,11634,16023,14178,6510,2943,1888,46,963,30
SPRAGUE,02,024,02_024,102,0,517,0,1314,468,88,5,8,15380,12751,8132,3829,2507,9587,5,1167,60
SPRAGUE,02,024,02_024,103,0,182,0,1013,82,0,0,0,14158,18482,8292,2011,4686,1708,1,5039,178
SPRAGUE,02,024,02_024,104,0,509,0,1355,72,0,0,23,18945,14200,7059,4531,2731,3739,7,2615,50
SPRAGUE,02,024,02_024,105,0,1006,0,1412,140,2,0,11,12170,8525,3988,1995,1497,18225,403,6248,200
ELAMVILLE,02,055,02_055,106,0,727,0,1558,185,7,0,15,1396,19204,11460,5788,3521,7339,2476,2109,30
ELAMVILLE,02,055,02_055,107,0,328,0,1686,133,22,0,13,1673,11933,14269,4785,2508,10124,4446,3879,14
ELAMVILLE,02,055,02_055,108,0,348,0,1858,211,26,0,9,1973,12004,11234,5806,2407,10563,3916,5470,6
ELAMVILLE,02,055,02_055,109,0,184,0,1846,165,10,1,2,2663,18210,9342,6544,2427,8281,4416,1741,6
ELAMVILLE,02,055,02_055,110,0,453,0,2116,159,10,0,420,1426,16635,6005,3696,1120,8068,4680,10863,174
CASTLEBERRY,02,038,02_038,111,0,118,0,2007,245,4,0,254,782,13334,4289,4792,4912,3453,16618,4882,128
CASTLEBERRY,02,038,02_038,112,0,96,0,828,85,1,0,199,657,21102,3580,5840,3423,2482,1261,15990,281
CASTLEBERRY,02,038,02_038,113,0,4,0,429,41,1,0,5,243,30500,1986,7732,4608,355,302,9502,113
CASTLEBERRY,02,038,02_038,114,0,129,0,1643,239,3,0,12,735,20027,7002,5232,2458,7272,1192,9769,108
CASTLEBERRY,02,038,02_038,115,0,164,0,1777,598,84,11,684,718,16676,7768,11385,2461,5389,248,7750,109
ESCATAWPA,02,052,02_052,116,0,598,0,656,70,6,2,21,21,22577,1000,4012,2450,1773,35,22074,523
ESCATAWPA,02,052,02_052,117,0,339,0,1199,161,0,0,1,127,24598,6105,5577,3112,2350,815,11292,148
ESCATAWPA,02,052,02_052,118,0,232,0,1340,88,2,0,20,179,16384,8698,4160,2066,2592,2,19854,222
ESCATAWPA,02,052,02_052,119,0,528,0,1191,106,8,0,20,292,15657,10486,6683,5418,1793,5,13207,421
ESCATAWPA,02,052,02_052,120,0,181,0,1262,124,2,0,14,156,16081,9303,6326,5629,1356,8,15070,318
FAIRVIEW,02,054,02_054,121,0,779,0,1582,150,9,0,7,256,13983,3233,3221,2109,11292,14368,4672,174
FAIRVIEW,02,054,02_054,122,0,652,0,3455,1431,321,147,1,269,10775,1215,3616,758,4008,17575,11230,366
FAIRVIEW,02,054,02_054,123,0,780,0,1622,235,5,0,37,189,16828,1153,2992,969,4490,8009,18130,382
FAIRVIEW,02,054,02_054,124,0,287,0,2110,202,7,0,0,346,16054,1515,4413,2517,7481,8685,12066,149
FAIRVIEW,02,054,02_054,125,0,305,0,1991,173,4,0,59,269,23121,939,6989,713,5427,5971,9714,142
MCLELLAN,02,035,02_035,126,0,17,0,1343,146,3,1,119,352,28023,1968,9190,8078,639,3701,2198,54
MCLELLAN,02,035,02_035,127,0,820,0,1114,176,2,1,268,779,28789,2290,4803,6558,1676,1055,7384,126
MCLELLAN,02,035,02_035,128,0,61,0,1258,95,3,0,8,935,39137,2401,2102,4581,2054,1,2893,308
MCLELLAN,02,035,02_035,129,0,14,0,1452,175,8,0,0,1367,43402,1424,2674,2584,363,2,2353,8
MCLELLAN,02,035,02_035,130,0,182,0,1611,153,4,0,10,835,28019,3290,6274,3188,3527,2452,6169,114
BAY MINETTE,02,218,02_218,131,0,2,0,1355,124,2,0,0,12,30958,121,7657,4624,0,0,10880,95
BAY MINETTE,02,218,02_218,132,0,45,0,1134,100,0,0,0,47,23303,110,13066,4363,1801,4747,7030,76
BAY MINETTE,02,218,02_218,133,0,104,0,2251,570,140,60,103,37,22934,437,7791,2199,6170,2854,9979,191
BAY MINETTE,02,218,02_218,134,0,566,0,2466,707,134,58,91,33,15580,787,2387,1401,12896,10764,7811,139
BAY MINETTE,02,218,02_218,135,0,642,0,3606,1052,318,43,76,43,10684,949,1211,845,10723,17451,8058,120
PEACH SPRING,06,107,06_107,136,0,0,0,512,64,3,0,31,0,431,0,54032,448,0,0,232,69
PEACH SPRING,06,107,06_107,137,0,0,0,279,126,3,0,0,0,5,0,55173,124,0,0,97,5
PEACH SPRING,06,107,06_107,138,0,0,0,617,116,17,3,0,0,0,0,55016,4,0,0,20,28
PEACH SPRING,06,107,06_107,139,0,0,0,811,107,4,2,1,0,147,0,54740,0,0,0,0,0
PEACH SPRING,06,107,06_107,140,0,0,0,1519,687,99,12,1,0,431,0,53074,3,0,0,0,0
SELIGMAN,06,108,06_108,141,0,9,0,1084,401,14,1,0,0,115,0,50037,4164,0,0,0,0
SELIGMAN,06,108,06_108,142,0,0,0,739,655,49,3,0,0,8068,0,45933,377,0,0,0,0
SELIGMAN,06,108,06_108,143,0,0,0,702,535,14,0,0,0,89,0,46410,8085,0,0,0,0
SELIGMAN,06,108,06_108,144,0,19,0,1996,1115,325,34,25,0,120,0,42063,10087,0,0,24,8
SELIGMAN,06,108,06_108,145,0,0,0,1687,207,3,0,68,0,4503,0,46809,2549,0,0,0,0
OATMAN,06,012,06_012,146,0,4321,0,2145,2442,480,33,10315,0,0,1,35254,80,0,0,249,511
OATMAN,06,012,06_012,147,0,0,0,367,221,0,0,3914,0,0,0,51321,6,0,0,0,0
OATMAN,06,012,06_012,148,0,0,0,287,271,58,0,65,0,0,0,55118,25,0,0,0,0
OATMAN,06,012,06_012,149,0,0,0,261,520,73,1,14,0,0,0,54950,0,0,0,0,0
OATMAN,06,012,06_012,150,0,0,0,231,452,62,1,12,0,0,0,55073,0,0,0,0,0
HAPPY JACK,06,115,06_115,151,0,3,0,1058,69,6,2,0,0,50480,0,4030,164,0,0,0,0
HAPPY JACK,06,115,06_115,152,0,0,0,1635,78,5,1,0,0,42169,0,625,11311,0,0,0,0
HAPPY JACK,06,115,06_115,153,0,1,0,1357,21,1,0,0,0,39396,0,2272,12767,0,0,2,7
HAPPY JACK,06,115,06_115,154,0,3,0,1150,10,0,0,0,0,38460,0,7848,8367,0,0,0,0
HAPPY JACK,06,115,06_115,155,0,1,0,1605,43,7,0,0,0,53165,0,951,49,0,0,0,0
WIKIEUP,06,013,06_013,156,0,0,0,779,40,0,0,0,0,0,0,54992,0,0,0,0,0
WIKIEUP,06,013,06_013,157,0,0,0,408,4,0,0,0,0,0,0,55376,30,0,0,0,0
WIKIEUP,06,013,06_013,158,0,0,0,760,8,0,0,0,0,0,0,55051,4,0,0,0,0
WIKIEUP,06,013,06_013,159,0,0,0,552,5,0,0,11,0,0,0,55207,42,0,0,0,0
WIKIEUP,06,013,06_013,160,0,0,0,981,4,0,0,0,0,66,0,54780,1,0,0,0,0
ALAMO RES.,06,063,06_063,161,0,4387,0,343,110,6,0,116,0,0,0,49076,1763,0,0,15,5
ALAMO RES.,06,063,06_063,162,0,0,0,621,151,12,0,22,0,0,0,55012,0,0,0,0,0
ALAMO RES.,06,063,06_063,163,0,0,0,521,63,5,0,0,0,0,0,55230,0,0,0,0,0
ALAMO RES.,06,063,06_063,164,0,0,0,434,107,0,0,79,0,0,0,55201,0,0,0,0,0
ALAMO RES.,06,063,06_063,165,0,0,0,593,78,0,0,46,0,0,0,55105,0,0,0,0,0
NEW RIVER,06,020,06_020,166,0,463,0,3914,4192,3374,458,67,0,0,0,41352,1249,0,752,9,9
NEW RIVER,06,020,06_020,167,0,215,0,1116,461,91,27,229,0,0,0,50847,2804,0,0,43,1
NEW RIVER,06,020,06_020,168,0,0,0,827,613,561,48,223,0,0,0,51767,1746,0,0,1,29
NEW RIVER,06,020,06_020,169,0,4,0,2760,1645,1563,264,16,0,0,0,49529,23,0,0,14,4
NEW RIVER,06,020,06_020,170,0,0,0,3393,1997,284,10,0,0,0,0,50135,0,0,0,0,0
QUARTZSITE,06,018,06_018,171,0,0,0,0,0,0,0,120,0,0,0,55669,54,0,0,0,0
QUARTZSITE,06,018,06_018,172,0,0,0,0,0,0,0,161,0,0,0,55661,0,0,0,0,0
QUARTZSITE,06,018,06_018,173,0,0,0,10,7,2,0,4026,0,0,0,51771,5,0,0,0,0
QUARTZSITE,06,018,06_018,174,0,0,0,237,340,12,1,11736,0,0,0,43499,14,0,0,0,0
QUARTZSITE,06,018,06_018,175,0,0,0,932,690,132,40,15074,0,0,0,38456,490,0,0,0,0
CIBOLA LAKE,06,068,06_068,176,0,2397,0,627,452,24,1,7171,0,0,0,22958,102,956,2055,17982,1103
CIBOLA LAKE,06,068,06_068,177,0,1067,0,1027,689,58,1,10502,0,0,0,21555,476,1177,10441,8278,557
CIBOLA LAKE,06,068,06_068,178,0,857,0,877,336,40,0,15874,0,0,0,22658,91,176,14370,406,134
CIBOLA LAKE,06,068,06_068,179,0,0,0,6,0,0,0,15768,0,0,0,39959,90,0,0,0,0
CIBOLA LAKE,06,068,06_068,180,0,0,0,0,0,0,0,7105,0,0,0,48606,107,0,0,0,0
CATUS FOREST,06,127,06_127,181,0,41,0,983,176,19,1,1500,0,0,0,29152,22424,163,975,392,8
CATUS FOREST,06,127,06_127,182,0,184,0,2214,597,25,0,341,0,0,0,9222,4221,285,38240,477,9
CATUS FOREST,06,127,06_127,183,0,61,0,3533,3783,1289,346,22,0,0,0,2414,34,7,44344,0,0
CATUS FOREST,06,127,06_127,184,0,34,0,2593,445,127,80,229,0,0,0,7116,4265,0,40934,0,0
CATUS FOREST,06,127,06_127,185,0,47,0,2529,418,207,96,898,0,0,0,15250,7711,90,28594,0,0
DATELAND,06,025,06_025,186,0,0,0,1026,114,4,0,11033,0,0,0,34710,2045,1238,5016,319,316
DATELAND,06,025,06_025,187,0,0,0,493,121,4,0,7848,0,0,0,45396,9,0,1019,589,351
DATELAND,06,025,06_025,188,0,5,0,1598,330,6,0,4838,0,0,0,31993,213,372,14946,881,650
DATELAND,06,025,06_025,189,0,151,0,2083,556,30,6,418,0,0,0,29583,255,1277,19089,2111,278
DATELAND,06,025,06_025,190,0,0,0,1430,385,11,0,406,15,0,67,26696,33,662,22692,2686,735
LAGUNA,06,024,06_024,191,0,8,0,787,338,149,33,30490,0,0,0,17101,6911,7,0,0,0
LAGUNA,06,024,06_024,192,0,409,0,983,318,14,0,6790,0,0,0,26467,1242,786,16104,1488,1227
LAGUNA,06,024,06_024,193,0,417,0,1508,395,20,0,3484,16,0,9,20066,426,1065,25767,428,2217
LAGUNA,06,024,06_024,194,0,372,0,1500,544,51,2,3882,90,1,56,23672,556,886,20725,972,2510
LAGUNA,06,024,06_024,195,0,281,0,2472,1000,172,14,2203,0,0,0,20416,1019,407,24139,2941,769
SAN SIMON,06,029,06_029,196,0,0,0,0,0,0,0,1195,0,0,0,51813,1474,8,0,1246,80
SAN SIMON,06,029,06_029,197,0,0,0,0,0,0,0,314,0,0,0,44635,10873,0,0,0,0
SAN SIMON,06,029,06_029,198,0,0,0,0,0,0,0,0,0,86,0,34613,21136,0,0,0,0
SAN SIMON,06,029,06_029,199,0,0,0,1,0,0,0,0,0,21,0,34301,21506,0,0,0,0
SAN SIMON,06,029,06_029,200,0,0,0,148,0,0,0,0,0,13,0,20645,35020,0,0,0,0
POMERENE,06,028,06_028,201,0,0,0,645,74,0,0,0,1,0,0,50294,2913,0,1607,281,6
POMERENE,06,028,06_028,202,0,2,0,1062,65,0,0,0,8,2,7,38088,13413,0,701,2437,43
POMERENE,06,028,06_028,203,0,0,0,846,9,0,0,0,272,41,1,47947,4225,0,765,1637,100
POMERENE,06,028,06_028,204,0,0,0,420,98,2,0,0,0,0,0,52861,53,0,117,2238,33
POMERENE,06,028,06_028,205,0,0,0,377,191,5,0,0,0,5,0,51259,0,0,27,3909,45
PATAGONIA,06,032,06_032,206,0,3,0,476,1,0,0,0,0,13334,19,34452,7541,0,0,0,0
PATAGONIA,06,032,06_032,207,0,11,0,727,4,0,0,1,0,302,0,10448,43833,0,0,20,491
PATAGONIA,06,032,06_032,208,0,0,0,826,7,0,0,0,0,17828,5,22561,14602,0,0,0,0
PATAGONIA,06,032,06_032,209,0,0,0,625,22,1,0,0,0,18962,83,27338,8797,0,0,0,0
PATAGONIA,06,032,06_032,210,0,1,0,1749,354,68,4,0,13,7578,35,33404,12080,0,2,530,0
COMPTON,07,028,07_028,211,0,6,0,834,6,0,0,9,51270,355,368,286,288,2404,0,0,0
COMPTON,07,028,07_028,212,0,50,0,1829,100,0,0,28,46037,504,790,129,231,6074,0,49,0
COMPTON,07,028,07_028,213,0,80,0,1719,206,15,1,25,47095,267,705,131,227,5273,0,81,1
COMPTON,07,028,07_028,214,0,76,0,1880,199,5,0,16,44301,350,866,269,651,7092,0,110,7
COMPTON,07,028,07_028,215,0,23,0,2003,181,10,0,6,37678,460,838,556,562,13502,0,0,0
LURTON,07,023,07_023,216,0,21,0,1543,50,0,0,26,47816,1621,914,344,202,3290,0,0,0
LURTON,07,023,07_023,217,0,3,0,1295,72,1,0,0,46958,1667,1825,369,282,3348,0,0,0
LURTON,07,023,07_023,218,0,0,0,2779,417,30,9,0,32627,2020,2083,1131,1403,13291,0,47,2
LURTON,07,023,07_023,219,0,8,0,1786,65,18,9,0,40656,2098,2582,770,1064,6728,0,36,0
LURTON,07,023,07_023,220,0,4,0,1041,4,0,0,0,50188,2711,1037,77,159,617,0,0,0
SAFFELL,07,019,07_019,221,0,356,0,1995,1433,186,66,239,5115,60,3915,12,319,24126,16235,1663,98
SAFFELL,07,019,07_019,222,0,503,0,1614,394,4,0,329,8023,3034,4874,49,297,25816,7519,3113,251
SAFFELL,07,019,07_019,223,0,217,0,1406,708,27,3,657,12329,838,5117,176,754,24917,7722,915,35
SAFFELL,07,019,07_019,224,0,157,0,1192,636,47,21,407,9680,317,6844,176,714,21625,12494,1454,56
SAFFELL,07,019,07_019,225,0,455,0,1100,647,60,28,337,14002,825,11686,36,718,24864,837,215,14
BOSTON MTN.,07,902,07_902,226,0,654,0,1959,90,1,0,0,20929,19528,7797,181,185,4509,0,3,2
BOSTON MTN.,07,902,07_902,227,0,78,0,1978,16,0,0,0,37143,11284,5259,1,2,61,0,1,2
BOSTON MTN.,07,902,07_902,228,0,1,0,1697,2,0,0,0,50751,1746,1611,15,0,14,0,0,0
BOSTON MTN.,07,902,07_902,229,0,3,0,1598,4,0,0,0,52216,460,987,1,7,559,0,0,0
BOSTON MTN.,07,902,07_902,230,0,60,0,1661,172,41,4,8,48372,2727,1184,37,102,1455,0,0,0
RUPERT,07,020,07_020,231,0,343,0,1729,135,166,131,33,10255,28215,6552,4701,1538,2025,0,1,0
RUPERT,07,020,07_020,232,0,388,0,1635,175,139,133,53,19483,16200,7738,3455,871,5532,0,12,0
RUPERT,07,020,07_020,233,0,57,0,1914,150,88,62,114,24443,8854,9658,2771,1484,6166,0,58,2
RUPERT,07,020,07_020,234,0,34,0,1453,36,5,1,0,32098,7874,8054,2605,1038,2618,0,0,2
RUPERT,07,020,07_020,235,0,57,0,1473,78,1,0,96,33835,4709,5453,2126,982,7010,0,9,0
COAL HILL,07,022,07_022,236,0,761,0,2174,1632,194,11,76,4360,7152,609,108,458,25753,8536,702,3294
COAL HILL,07,022,07_022,237,0,5478,0,1871,788,155,171,238,6001,5921,687,1116,992,27063,589,734,4033
COAL HILL,07,022,07_022,238,0,4284,0,3261,3951,1874,656,87,1754,9543,246,228,763,25276,22,1090,2782
COAL HILL,07,022,07_022,239,0,250,0,4316,4222,1714,561,367,3879,15295,842,242,1101,22827,2,106,102
